dialog,emotion
"['You ’ re new here , right', 'Yes , I am new', 'Is this your first semester', 'I just transferred from another school', 'What school did you transfer from', 'I came here from PCC', 'Do you like it here so far', 'I am really enjoying it here so far', 'Which is better , here or PCC', 'I think PCC is a lot better than here', 'Why didn ’ t you just stay at PCC', 'I graduated and now want to get a BA']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['My hair stood on end when I saw the bloody scene', 'What scene', 'A kitten being run over by a truck']","[3, 0, 0]"
"['Can you imagine having a million dollars', ""Yes , and I know a few things I'd spend the money on"", 'Yeah , me too', 'A new car for a start']","[0, 0, 0, 0]"
"['Why is little Billy crying', 'He got a scolding']","[0, 0]"
"['Rob lost his bike', 'What an idiot']","[0, 0]"
"['Bill , your work is too messy', ""I'll pay attention to my handwriting next time"", 'Is this a promise', ""Yes , I'm serious this time""]","[0, 0, 0, 0]"
"['Are you going to the beach this saturday afternoon', 'It depends on the weather', ""The radio says it'll be fine"", ""That'll be great""]","[0, 0, 0, 0]"
"[""How's business"", ""Couldn't be better""]","[4, 4]"
"[""Tom's dating your sister"", 'Are you sure']","[0, 0]"
"['The city has got a traffic problem', ""That means it's developing very fast"", 'You said it', 'Problems are inevitable']","[0, 0, 0, 0]"
"['What sort of things do you grow in your garden', 'I grow a variety of things , so that something is in bloom all year round', 'When is your garden at its best', 'It looks best in spring , when the plum and cherry blossoms are out']","[0, 0, 0, 0]"
"[""I failed the exam because I didn't study"", 'Serves you right']","[5, 0]"
"['Labor is an abundant resource here', ""One of many abundant resources , I'd like to point out""]","[0, 0]"
"['How was your date with Betty', ""Let's change the subject""]","[0, 0]"
"['Do you know where you want to transfer to', 'I don ’ t have the slightest clue', 'What school would you like to go to', 'I ’ m not sure', 'You honestly have no idea', 'PCC is perfectly fine for me', 'You might as well stay here', 'That ’ s not a bad idea', 'PCC is a wonderful institution', 'You have a point', 'So , what are you going to do', 'I ’ m just going to keep going to PCC']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]"
"['Hello , Bob , this is Frank', ""I know , we've met"", ""I didn't know you knew Frank"", 'Yes , we met last year at a conference']","[0, 0, 0, 0]"
"['What kind of job have you ever had', 'I used to work as a teacher', 'How did you like your job', ""Oh , if I hadn't moved here I would never thought of changing it""]","[0, 0, 0, 0]"
"['To be a revolutionary needs great courage', 'He must be courageous enough to fly in the face of established authorities', 'Galileo is one of them', 'So are Copernicus and many others']","[0, 0, 0, 0]"
"['What are you thinking about', 'About my boyfriend', 'Again', 'You are really a wet blanket']","[0, 0, 0, 0]"
"['He told the police that Ted was the murderer', 'He is playing hob with the fact', 'Why do you say so', 'Because he stayed with me all the time that night']","[0, 0, 0, 0]"
"['Mary is such a cautious girl', 'What do you mean by cautious', 'She never puts words into her mouth , she only repeats the opinions of others', 'Thats a clever way to escape responsibility']","[0, 0, 0, 0]"
"['When were you born may I ask', 'On 20th May 1963', 'Do you know what it was according to the lunar calendar', '27th day of the fourth month', 'By the way , could you tell me when the film will begin', 'It will begin at five thirty', ""I am frigid I can't be there on time"", 'You can see it tomorrow', ""I don't want to miss it today"", 'See you', 'See you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The academy is an important part of the education system', ""I couldn't agree with you more""]","[0, 0]"
"['Your father looks much younger in the picture', 'He was 20 years old then', 'How old is he now', ""He's over sixty""]","[0, 0, 0, 0]"
"[""It looks like it's going to be sunny"", ""Yes , it's much better than yesterday"", ""They say we're going to get some rain later"", ""Oh , let's just hope it stays warm""]","[4, 4, 0, 0]"
"['May I know how old you are', 'I am 24', 'What is your date of birth', 'I was born on April 15 , 1986']","[0, 0, 0, 0]"
"[""Hi , I haven't seen you in a while"", 'Yes , it has been a long time', 'How long has it been since we last saw each other', 'I think that we last saw each other two years ago', 'What have you been doing for the past two years', 'I have been going to graduate school at USC', 'What are you majoring in', 'I am studying international communications', 'You should easily be able to find a job with that major', 'I am counting on being able to get a good job']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[""let's go swimming"", 'But , we just finished eating lunch', ""I know , but I'm really hot"", ""I'd strongly recommend that you wait for a while before going swimming""]","[0, 0, 0, 0]"
"['I think we should accept his plan', ""I'm afraid I can't agree with you"", 'Why', ""Simply because it's not practical at all""]","[0, 0, 0, 0]"
"[""It's getting late"", ""Yeah , I'd better head for home""]","[0, 0]"
"['Could you tell me the time', 'Pardon', 'What time is it , please', ""It's 9:30""]","[0, 0, 0, 0]"
"[""What's the matter"", ""I'm feeling a little under the weather""]","[0, 0]"
"['Is Water Shrinking Festival official', 'No , most of the traditional festivals of the minority nationalities are not official', ""Don't you think these festivals are more interesting"", 'What an idea']","[0, 0, 4, 4]"
"[""I wouldn't dare go bungee jumping"", 'Chicken']","[0, 0]"
"[""You're going to abandon me , just like that"", ""I'm sorry , but I've got an important job to do""]","[0, 0]"
"['How was your vacation in Paris', 'It was exciting']","[0, 4]"
"['Is it going to rain today', ""It's supposed to rain"", 'I really hate this weather', ""Well , it won't last long""]","[0, 0, 2, 0]"
"[""Are you sure this is the right restaurant 。  Positive 。  You don't think you could be wrong"", ""I'am absolutely sure I'm right"", ""I don't know"", 'It looks a little wrong down', 'This is right', 'There is no doubt in my mind', ""You're hundred percent sure you want to eat here"", 'Check and double check']","[0, 0, 0, 0, 0, 0, 0, 0]"
"[""I'm worried sick that she might leave me one day"", ""I'll teach you how to keep her"", 'Tell me , please', ""After you've solved this problem for me""]","[5, 0, 0, 0]"
"[""I'll help you with your homework"", 'I appreciate that']","[0, 4]"
"['Are you going to take the job', ""I'll have to sleep on it""]","[0, 0]"
"['Good news', 'What is it', 'The state of economy is starting to go up in our country', 'That ’ s just the short in the arm we need']","[4, 0, 4, 4]"
"['Do you mind if I sit here', 'Of course not , help yourself', 'What are you studying', 'I have a test tomorrow']","[0, 0, 0, 0]"
"['I ’ m glad to have had the opportunity to meet you here', 'I trust you ’ re keeping well', 'I ’ m doing great , thank you', 'So we can get down to business']","[4, 0, 0, 0]"
"[""Didn't Joe feel it a shame to live on his parents since he has graduated from college"", 'He has no sense', ""If I were him , I wouldn't brazen it out by asking my parents for money"", ""But Joe won't you""]","[0, 0, 0, 0]"
"['I like small towns', 'But many roads are very narrow', ""Not always , and there're also few cars"", 'Yes , because of fewer people']","[0, 0, 0, 0]"
"[""He's too young for the job"", 'Give him a chance']","[0, 0]"
"['Why did Tom quit his job', 'He said his present job seemed to be a blind alley', ""If he doesn't change his attitude toward work , I don't think a new job can make any difference""]","[0, 0, 0]"
"['On balance , dress designing appeals to me most', ""Yes , it's to my liking , too"", 'Say , how would you like to be a dress designer', ""It's my dream""]","[4, 4, 0, 4]"
"['Get changed', 'What for']","[0, 0]"
"['What do you base our grades on', 'All of your coursework is important , including everything from attendance and homework to all of your test results for the semester', 'Does the final count the most', 'All of it is important ; please just do your best at all times', 'How do you total our scores', 'The final and mid-term are twenty percent each ; homework , attendance , and quizzes are the rest', 'What if we are out sick', 'Make sure you contact me as I only allow one unexcused absence', 'How can we know if we are doing OK during the year', 'Your grade will not be a surprise ; you will know what you need to work on']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Bon voyage', 'Goodbye']","[4, 4]"
"['Are you tired', 'Not really']","[0, 0]"
"[""I'm going to try sky diving this weekend"", ""I wouldn't do it if I were you"", ""It's sounds like fun"", ""It's very dangerous , you know"", 'I want to try something exciting', ""It's an easy way to get hurt , let me tell you"", ""I'll tell you all about it next Monday"", ""Well , take care of yourself , and don't say I didn't warn you""]","[4, 0, 4, 0, 4, 0, 4, 0]"
"['Joan is a thorough drag', 'What is it', ""She keeps talking when I'm reading"", 'There must be something wrong with her']","[1, 0, 0, 0]"
"['This is my friend Jenny', ""What's her last name"", ""It's Snow"", 'What color are her eyes', ""They're blue"", 'What color is her hair', ""It's brown"", 'How old is she', ""She's 42""]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I hope the teacher decides to curve our test grades', ""I wouldn't count on it"", 'She did last time', ""Yes , but I'll bet she won't again""]","[0, 0, 0, 0]"
"['How did you do that', 'It was a piece of cake']","[0, 0]"
"['May I help you', 'I would like to return this book', 'May I do anything else for you', 'I would also like to check out this magazine', 'I can ’ t let you do that', 'Why is that', 'Our policy doesn ’ t allow anyone to check out the magazines', 'What things am I allowed to check out', 'You are only allowed to check out books or videos', 'I really need to check out this magazine', 'I ’ m sorry , but that ’ s our policy', 'That ’ s stupid']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
"['I was just thinking to call you , then the phone rang and it was you calling me', 'Great minds think alike']","[4, 4]"
"['Guess what I just heard', 'What', 'The boss is planning to sell the company', 'You must be joking']","[0, 0, 0, 6]"
"[""I've moved"", 'Where to']","[0, 0]"
"[""You are blue in the face , arn't you"", ""The cat has eaten my fish , I'll kill it"", 'But supposing your son killed like the fish , what do you think then', ""I'll beat him"", ""So beat the cat , but don't kill it""]","[0, 1, 0, 0, 0]"
"['He loves that blonde girl', 'Yes , he once gave her seven roses', 'Did she accept it', 'No way to know']","[0, 0, 0, 0]"
"['Are you still on your summer vacation', 'Yes', 'When will school start', ""It'll start on lst September""]","[0, 0, 0, 0]"
"['I just had a terrible week', 'what a shame', 'I fell down and hurt my arm', ""That's too bad"", 'Then my son drove into a tree', 'I am sorry to hear that', 'The dog bit the delivery boy', 'What a pity', 'And a storm blew our roof away', 'Ho , no']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I just won the lottery', ""You're kidding""]","[4, 6]"
"['My brother started investing money when he was 16 years old', 'The early bird catches the worm']","[4, 4]"
"[""How's the weather today"", ""It's hot"", ""I really don't think this weather will last"", ""Let's just hope it doesn't get hotter""]","[0, 0, 0, 0]"
"['Is the Chinese team taking the lead', ""No , it's the Japanese team"", 'Japanese teams always play a dark horse', 'Well , their team work is well worth learning']","[0, 0, 0, 0]"
"[""I don't think the manager will get mad at you for being late"", ""I don't know about that""]","[0, 0]"
"['Nice weather , honey', 'The days are getting longer', 'May and Daniel often like this kind of weather', 'Yeah , they can enjoy themselves in the day time and it is not so hot', 'Honey , how about taking them to the beach this weekend', ""That's great"", ""Since last time we've climbed the mountain , we haven't gone out for a long time"", 'And this kind of weather is rare for the season either', 'Yes , I remember last year this time , the weather is so hot', 'So we must seize this chance to go the beach', 'Daniel loves the beach very much', 'He will enjoy himself this weekend']","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
